"VS Parent ID","VS Child ID",,"Parent Reference","Child Reference",,"Product Subtitle",,"Attribute 1 (Size)",,"Model Number",EAN,,"Pick Location",,"Parent Product Images",,"Meta Keywords",
3480,12911,,"00037404","0003740400",,Blk/zebra,,NA,,61637,,,E-18C,,"https://www.leathercompany.co.uk/images/products/1573136361-50336600.jpg
https://www.leathercompany.co.uk/images/products/1573136362-61251900.jpg
https://www.leathercompany.co.uk/images/products/1573136363-63008100.jpg
https://www.leathercompany.co.uk/images/products/1573136364-71516000.jpg",,"Zebra Print Natural Hair On Hide Small Cross Body Bag Black/Zebra, women's leather cross body bag, leather cross body bag for women",
3494,12925,,"00037474","0003747400",,Fuchsia,,NA,,62093,5056798425469,,E-16E,,"https://www.leathercompany.co.uk/images/products/1573139419-29925100.jpg
https://www.leathercompany.co.uk/images/products/1573139420-42725500.jpg",,"Large Padded Leather Pouch Bag Fuchsia, women's leather handbag, leather handbag for women",
3498,12929,,"00037366","0003736600",,Fuchsia,,NA,,62103,,,E-17D,,"https://www.leathercompany.co.uk/images/products/1573128225-55932700.jpg
https://www.leathercompany.co.uk/images/products/1573128226-52955500.jpg
https://www.leathercompany.co.uk/images/products/1573128227-47699200.jpg
https://www.leathercompany.co.uk/images/products/1573128228-48956900.jpg",,"Zip Around 2 Section Small Leather Cross Body Bag Fuchsia, women's leather cross body bag, leather cross body bag for women",
3499,12930,,"00037367","0003736700",,Pewter,,NA,,62103,,,E-17D,,"https://www.leathercompany.co.uk/images/products/1573128299-16742200.jpg
https://www.leathercompany.co.uk/images/products/1573128300-16654100.jpg
https://www.leathercompany.co.uk/images/products/1573128301-11620400.jpg
https://www.leathercompany.co.uk/images/products/1573128302-19327300.jpg",,"Zip Around 2 Section Small Leather Cross Body Bag Pewter, women's leather cross body bag, leather cross body bag for women",
3530,12961,,"00037455","0003745500",,"Bottle Green",,NA,,62539,5056798425353,,E-18C,,"https://www.leathercompany.co.uk/images/products/1573216145-37894600.jpg
https://www.leathercompany.co.uk/images/products/1573216146-46275900.jpg
https://www.leathercompany.co.uk/images/products/1573216180-36520900.jpg
https://www.leathercompany.co.uk/images/products/1573216181-50194100.jpg",,"Small Two In One Leather Crossbody Bag & Shoulder Bag Bottle Green, leather crossbody bag, leather shoulder bag, women's leather crossbody bag",
3531,12962,,"00037456","0003745600",,Tan,,NA,,62539,5056798425360,,E-18C,,"https://www.leathercompany.co.uk/images/products/1573216252-61354800.jpg
https://www.leathercompany.co.uk/images/products/1573216253-65862100.jpg
https://www.leathercompany.co.uk/images/products/1573216254-72857200.jpg
https://www.leathercompany.co.uk/images/products/1573216255-83150900.jpg",,"Small Two In One Leather Crossbody Bag & Shoulder Bag Tan, leather crossbody bag, leather shoulder bag, women's leather crossbody bag",
3542,12973,,"00037504","0003750400",,"Rose Gold",,NA,,62662,,,E-18B,,"https://www.leathercompany.co.uk/images/products/1573145987-37986900.jpg
https://www.leathercompany.co.uk/images/products/1573145988-41916400.jpg
https://www.leathercompany.co.uk/images/products/1573145989-42563500.jpg
https://www.leathercompany.co.uk/images/products/1573145990-47454300.jpg",,"Small Compact Leather Crossbody Bag Rose Gold, women's leather cross body bag, leather cross body bag for women",
3545,12976,,"00037502","0003750200",,Yellow,,NA,,62662,,,E-18B,,"https://www.leathercompany.co.uk/images/products/1573146222-01961800.jpg
https://www.leathercompany.co.uk/images/products/1573146223-01414300.jpg
https://www.leathercompany.co.uk/images/products/1573146223-99610800.jpg
https://www.leathercompany.co.uk/images/products/1573146224-97694000.jpg",,"Small Compact Leather Crossbody Bag Yellow, women's leather cross body bag, leather cross body bag for women",
3549,12980,,"00037530","0003753000",,Papaya,,NA,,62666,,,E-18E,,"https://www.leathercompany.co.uk/images/products/1573223795-71468900.jpg
https://www.leathercompany.co.uk/images/products/1573223796-78029800.jpg
https://www.leathercompany.co.uk/images/products/1573223797-82512000.jpg
https://www.leathercompany.co.uk/images/products/1573223798-92822900.jpg",,"Medium Leather Shoulder Bag Papaya, leather shoulder bag for women, women's leather shoulder bag",
3552,12983,,"00037478","0003747800",,Lychee,,NA,,62675,,,,,"https://www.leathercompany.co.uk/images/products/1573140045-53447100.jpg
https://www.leathercompany.co.uk/images/products/1573140083-32982300.jpg
https://www.leathercompany.co.uk/images/products/1573140084-31298100.jpg
https://www.leathercompany.co.uk/images/products/1573140085-34868800.jpg",,"Small Zip Top Leather Crossbody Bag Lychee, women's leather cross body bag, leather cross body bag for women",
3558,12989,,"00037391","0003739100",,"Pink Snake",,NA,,62676,,,E-16B,,"https://www.leathercompany.co.uk/images/products/1573133556-72792200.jpg
https://www.leathercompany.co.uk/images/products/1573133558-02056100.jpg
https://www.leathercompany.co.uk/images/products/1573133559-14879900.jpg
https://www.leathercompany.co.uk/images/products/1573133560-45428900.jpg",,"Suede Snake Print Long Handled Three Section Shoulder Bag Pink, leather shoulder bag for women, women's leather shoulder bag",
3577,13008,,"00037374","0003737400",,"Grey Croc",,NA,,62730,,,E-14A,,"https://www.leathercompany.co.uk/images/products/1573129423-92680200.jpg
https://www.leathercompany.co.uk/images/products/1573129424-98020300.jpg
https://www.leathercompany.co.uk/images/products/1573129426-01182200.jpg
https://www.leathercompany.co.uk/images/products/1573129427-09830900.jpg",,"Crocodile Print Long Handled Three Section Tote Bag Grey Croc – 62730, women's leather tote bag, leather tote bag for women",
3583,13014,,"00037539","0003753900",,Blush,,NA,,62753,5060999706937,,A-07A,,"https://www.leathercompany.co.uk/images/products/1573224650-30691200.jpg
https://www.leathercompany.co.uk/images/products/1573224651-31339600.jpg
https://www.leathercompany.co.uk/images/products/1573224652-40930700.jpg
https://www.leathercompany.co.uk/images/products/1573224653-49214200.jpg",,"Crocodile Print Cross Body Bag Blush, women's leather cross body bag, leather cross body bag for women",
3586,13017,,"00037538","0003753800",,Mustard,,NA,,62753,5060999706968,,A-07A,,"https://www.leathercompany.co.uk/images/products/1573224872-92351800.jpg
https://www.leathercompany.co.uk/images/products/1573224874-01797100.jpg
https://www.leathercompany.co.uk/images/products/1573224875-09515900.jpg
https://www.leathercompany.co.uk/images/products/1573224876-17712200.jpg",,"Crocodile Print Cross Body Bag Mustard, women's leather cross body bag, leather cross body bag for women",
3600,13031,,"00037542","0003754200",,"Fushcia Multi",,NA,,"ELA 1879",5061049604852,,E-18D,,"https://www.leathercompany.co.uk/images/products/1573143395-27652800.jpg
https://www.leathercompany.co.uk/images/products/1573143396-16010700.jpg
https://www.leathercompany.co.uk/images/products/1573143397-02204300.jpg
https://www.leathercompany.co.uk/images/products/1573143397-88476600.jpg",,"Multicoloured Zip Top Cross Body Bag Fuchsia Multi – Ela 1879, leather cross body bag for women, women's leather crossbody bag",
3601,13032,,"00037540","0003754000",,"Tan Multi",,NA,,"ELA 1879",5061049604845,,E-18D,,"https://www.leathercompany.co.uk/images/products/1573143460-63971200.jpg
https://www.leathercompany.co.uk/images/products/1573143461-64931000.jpg
https://www.leathercompany.co.uk/images/products/1573143462-58448600.jpg
https://www.leathercompany.co.uk/images/products/1573143463-55923700.jpg",,"Multicoloured Zip Top Cross Body Bag Tan Multi, leather cross body bag for women, women's leather crossbody bag",
3606,13037,,"00037422","0003742200",,Black,,NA,,G20,5060821281083,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573124935-92899000.jpg
https://www.leathercompany.co.uk/images/products/1573124936-96957700.jpg
https://www.leathercompany.co.uk/images/products/1573124937-98110100.jpg
https://www.leathercompany.co.uk/images/products/1573124938-99970800.jpg",,"Womens Vintage Small Leather Shoulder Bag Black, ladies leather handbags black,",
3607,13038,,"00037423","0003742300",,Brandy,,NA,,G20,5060821281090,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573124988-22559000.jpg
https://www.leathercompany.co.uk/images/products/1573124989-23320500.jpg
https://www.leathercompany.co.uk/images/products/1573124990-24672800.jpg
https://www.leathercompany.co.uk/images/products/1573124991-25567100.jpg",,"Ashwood Womens Vintage Small Leather Shoulder Bag Brandy, ashwood handbags, ladies leather handbags brandy, leather shoulder bags,",
3608,13039,,"00037424","0003742400",,Honey,,NA,,G20,5060821281106,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573125040-34011000.jpg
https://www.leathercompany.co.uk/images/products/1654085043-89356400.jpg
https://www.leathercompany.co.uk/images/products/1573125041-36717600.jpg
https://www.leathercompany.co.uk/images/products/1573125042-37304200.jpg
https://www.leathercompany.co.uk/images/products/1573125043-43319400.jpg",,"Ashwood Womens Vintage Small Leather Shoulder Bag, ladies leather handbags honey, ashwood handbags,",
3609,13040,,"00037416","0003741600",,Black,,NA,,G21,5060821281113,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573063061-22332800.jpg
https://www.leathercompany.co.uk/images/products/1573063062-31378000.jpg
https://www.leathercompany.co.uk/images/products/1573063063-31668100.jpg
https://www.leathercompany.co.uk/images/products/1573063064-39959900.jpg",,"Ashwood Womens Vintage Two Pocket Leather Shoulder Bag Black, leather shoulder bag black, ashwood handbags, qvc bags,",
3610,13041,,"00037417","0003741700",,Brandy,,NA,,G21,5060821281120,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573063105-73744900.jpg
https://www.leathercompany.co.uk/images/products/1573063106-79066700.jpg
https://www.leathercompany.co.uk/images/products/1573063107-83801200.jpg
https://www.leathercompany.co.uk/images/products/1573063108-91971900.jpg",,"Ashwood Womens Vintage Two Pocket Leather Shoulder Bag Brandy, vintage leather shoulder bag, ashwood handbags, qvc bags,",
3611,13042,,"00037418","0003741800",,Honey,,NA,,G21,5060821281137,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573063156-93161400.jpg
https://www.leathercompany.co.uk/images/products/1573063158-01534800.jpg
https://www.leathercompany.co.uk/images/products/1573063159-12968000.jpg
https://www.leathercompany.co.uk/images/products/1573063185-23190000.jpg",,"Vintage Two Pocket Leather Shoulder Bag Honey, leather shoulder bag for women, women's leather shoulder bag",
3612,13043,,"00037419","0003741900",,Black,,NA,,G22,5060821281144,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573062810-79099300.jpg
https://www.leathercompany.co.uk/images/products/1573062811-87737200.jpg
https://www.leathercompany.co.uk/images/products/1573062812-88475000.jpg
https://www.leathercompany.co.uk/images/products/1573062814-00142600.jpg",,"Ashwood Womens Vintage Leather Cross Body Shoulder Bag Black, ashwood handbags, qvc bags, ",
3613,13044,,"00037420","0003742000",,Brandy,,NA,,G22,5060821281151,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573062861-21679000.jpg
https://www.leathercompany.co.uk/images/products/1573062862-41642300.jpg
https://www.leathercompany.co.uk/images/products/1573062863-38718400.jpg
https://www.leathercompany.co.uk/images/products/1573062864-53632900.jpg",,"Ashwood Womens Vintage Leather Cross Body Shoulder Bag Brandy, ashwood handbgas, qvc bags, ",
3614,13045,,"00037421","0003742100",,Honey,,NA,,G22,5060821281168,,D-01B,,"https://www.leathercompany.co.uk/images/products/1573062912-80616200.jpg
https://www.leathercompany.co.uk/images/products/1654085072-08718700.jpg
https://www.leathercompany.co.uk/images/products/1573062913-95197700.jpg
https://www.leathercompany.co.uk/images/products/1573062915-03177900.jpg
https://www.leathercompany.co.uk/images/products/1573062916-18335700.jpg",,"Vintage Leather Cross Body Shoulder Bag Honey, ashwood handbags, qvc bags,",
3615,13046,,"00037413","0003741300",,Black,,NA,,G23,5060821281175,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573062526-39092500.jpg
https://www.leathercompany.co.uk/images/products/1573062527-49650800.jpg
https://www.leathercompany.co.uk/images/products/1573062528-50245200.jpg
https://www.leathercompany.co.uk/images/products/1573062529-58875500.jpg",,"Ashwood Womens Vintage Medium Leather Shoulder Bag Black, ashwood handbgas, qvc bags,",
3616,13047,,"00037414","0003741400",,Brandy,,NA,,G23,5060821281182,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573062579-24576800.jpg
https://www.leathercompany.co.uk/images/products/1573062580-31867500.jpg
https://www.leathercompany.co.uk/images/products/1573062581-33899100.jpg
https://www.leathercompany.co.uk/images/products/1573062582-47247300.jpg",,"Ashwood Womens Vintage Medium Leather Shoulder Bag Brandy, ashwood handbags, qvc bags,",
3617,13048,,"00037415","0003741500",,Honey,,NA,,G23,5060821281199,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573062636-70648100.jpg
https://www.leathercompany.co.uk/images/products/1573062637-83443300.jpg
https://www.leathercompany.co.uk/images/products/1573062669-42598000.jpg
https://www.leathercompany.co.uk/images/products/1573062670-55544800.jpg",,"Ashwood Womens Vintage Medium Leather Shoulder Bag Honey, ashwood handbags, qvc bags, ",
3618,13049,,"00037428","0003742800",,Black,,NA,,G24,5060821280185,,D-01C,,"https://www.leathercompany.co.uk/images/products/1573062285-95497800.jpg
https://www.leathercompany.co.uk/images/products/1573062286-99682500.jpg
https://www.leathercompany.co.uk/images/products/1573062288-04870500.jpg
https://www.leathercompany.co.uk/images/products/1573062289-06035700.jpg",,"Ashwood Womens Vintage Small Leather Travel Shoulder Bag Black, ashwood handbags, qvc bags,",
3619,13050,,"00037429","0003742900",,Brandy,,NA,,G24,5060821280192,,D-01C,,"https://www.leathercompany.co.uk/images/products/1573062335-35721800.jpg
https://www.leathercompany.co.uk/images/products/1573062336-30804100.jpg
https://www.leathercompany.co.uk/images/products/1573062337-27121900.jpg
https://www.leathercompany.co.uk/images/products/1573062338-25901400.jpg",,"Ashwood Womens Vintage Small Leather Travel Shoulder Bag Brandy, ashwood handbags, qvc bags,",
3620,13051,,"00037434","0003743400",,Brandy,,NA,,G25,5060821281212,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573061793-09610900.jpg
https://www.leathercompany.co.uk/images/products/1573061794-24952100.jpg
https://www.leathercompany.co.uk/images/products/1573061795-39027200.jpg
https://www.leathercompany.co.uk/images/products/1573061831-08472400.jpg",,"Ashwood Womens Small Vintage Leather Backpack Brandy, ashwood handbags, qvc bags,",
3621,13052,,"00037435","0003743500",,Honey,,NA,,G25,5060821281229,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573061888-48724500.jpg
https://www.leathercompany.co.uk/images/products/1654085122-58875900.jpg
https://www.leathercompany.co.uk/images/products/1573061889-74436300.jpg
https://www.leathercompany.co.uk/images/products/1573061890-95007100.jpg
https://www.leathercompany.co.uk/images/products/1573061892-16517700.jpg",,"Ashwood Womens Small Vintage Leather Backpack Honey, ashwood handbags, qvc bags,",
3622,13053,,"00037431","0003743100",,Black,,NA,,G26,5060821281267,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573059816-46889000.jpg
https://www.leathercompany.co.uk/images/products/1573059817-68379000.jpg
https://www.leathercompany.co.uk/images/products/1573059818-69912600.jpg
https://www.leathercompany.co.uk/images/products/1573059819-68884000.jpg",,"Ashwood Womens Medium Vintage Leather Handbag Black, ashwood handbags, qvc bags,",
3623,13054,,"00037433","0003743300",,Brandy,,NA,,G26,5060821281274,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573059873-49478400.jpg
https://www.leathercompany.co.uk/images/products/1573059874-58316300.jpg
https://www.leathercompany.co.uk/images/products/1573059875-60339200.jpg
https://www.leathercompany.co.uk/images/products/1573059876-69692000.jpg",,"Ashwood Womens Medium Vintage Leather Handbag  Brandy, ashwood handbags, qvc bags,",
3624,13055,,"00037432","0003743200",,Honey,,NA,,G26,5060821281281,,D-02B,,"https://www.leathercompany.co.uk/images/products/1573059924-18362800.jpg
https://www.leathercompany.co.uk/images/products/1573059925-24296600.jpg
https://www.leathercompany.co.uk/images/products/1573059926-24882200.jpg
https://www.leathercompany.co.uk/images/products/1573059927-38171800.jpg",,"Ashwood Womens Medium Vintage Leather Handbag  Honey, ashwood handbags, qvc bags,",
3625,13056,,"00037425","0003742500",,Black,,NA,,G27,5060821281236,,D-03C,,"https://www.leathercompany.co.uk/images/products/1573059244-64914300.jpg
https://www.leathercompany.co.uk/images/products/1573059245-63418500.jpg
https://www.leathercompany.co.uk/images/products/1573059246-64381700.jpg
https://www.leathercompany.co.uk/images/products/1573059279-68500100.jpg",,"Ashwood Womens Vintage Mini Leather Cross Body Shoulder Bag With Chain Strap Black, ",
3626,13057,,"00037427","0003742700",,Brandy,,NA,,G27,5060821281243,,D-03C,,"https://www.leathercompany.co.uk/images/products/1573059338-97124700.jpg
https://www.leathercompany.co.uk/images/products/1573059340-05082600.jpg
https://www.leathercompany.co.uk/images/products/1573059341-08471200.jpg
https://www.leathercompany.co.uk/images/products/1573059342-08037800.jpg",,"Ashwood Womens Vintage Mini Leather Cross Body Shoulder Bag With Chain Strap Brandy, ashwood handbags, qvc bags,",
3627,13058,,"00037426","0003742600",,Honey,,NA,,G27,5060821281250,,D-03C,,"https://www.leathercompany.co.uk/images/products/1573059389-24533000.jpg
https://www.leathercompany.co.uk/images/products/1654085153-95767700.jpg
https://www.leathercompany.co.uk/images/products/1573059390-32238600.jpg
https://www.leathercompany.co.uk/images/products/1573059391-30095000.jpg
https://www.leathercompany.co.uk/images/products/1573059392-41192100.jpg",,"Ashwood Womens Vintage Mini Leather Cross Body Shoulder Bag With Chain Strap, qvc bags, ashwood handbags,",
3628,13059,,"00037408","0003740800",,Black,,NA,,G28,5060821281298,,D-03B,,"https://www.leathercompany.co.uk/images/products/1573058902-44836800.jpg
https://www.leathercompany.co.uk/images/products/1573058903-62589100.jpg
https://www.leathercompany.co.uk/images/products/1573058904-80012600.jpg
https://www.leathercompany.co.uk/images/products/1573058905-99675900.jpg",,"Ashwood Womens Large Vintage Leather Backpack Black, leather backpack black, qvc bags,",
3629,13060,,"00037409","0003740900",,Brandy,,NA,,G28,5060821281304,,D-03B,,"https://www.leathercompany.co.uk/images/products/1573058957-88255900.jpg
https://www.leathercompany.co.uk/images/products/1654085182-41588100.jpg
https://www.leathercompany.co.uk/images/products/1573058959-12496200.jpg
https://www.leathercompany.co.uk/images/products/1573058960-29259300.jpg
https://www.leathercompany.co.uk/images/products/1573058961-55224500.jpg",,"Ashwood Large Vintage Leather Backpack Brandy, leather backpack brown,",
3630,13061,,"00037410","0003741000",,Black,,NA,,G29,5060821281328,,D-01C,,"https://www.leathercompany.co.uk/images/products/1573058527-53088400.jpg
https://www.leathercompany.co.uk/images/products/1573058528-70121000.jpg
https://www.leathercompany.co.uk/images/products/1573058529-71886300.jpg
https://www.leathercompany.co.uk/images/products/1573058530-80058500.jpg",,"Ashwood Womens Large Vintage Leather Handbag Black, ashwood handbags, qvc bags,",
3631,13062,,"00037411","0003741100",,Brandy,,NA,,G29,5060821281335,,D-01C,,"https://www.leathercompany.co.uk/images/products/1573058634-31068200.jpg
https://www.leathercompany.co.uk/images/products/1654085209-43597600.jpg
https://www.leathercompany.co.uk/images/products/1573058635-42911100.jpg
https://www.leathercompany.co.uk/images/products/1573058636-47402800.jpg
https://www.leathercompany.co.uk/images/products/1573058637-54932600.jpg",,"Ashwood Womens Large Vintage Leather Handbag Brandy, leather shopper bag,",
3632,13063,,"00037412","0003741200",,Honey,,NA,,G29,5060821281342,,D-01C,,"https://www.leathercompany.co.uk/images/products/1573058692-83139300.jpg
https://www.leathercompany.co.uk/images/products/1573058693-98231200.jpg
https://www.leathercompany.co.uk/images/products/1573058695-04857000.jpg
https://www.leathercompany.co.uk/images/products/1573058696-20453900.jpg",,"Ashwood Womens Large Vintage Leather Handbag, Womens Large Vintage Leather Handbag, qvc bags, ashwood handbags, ",
3648,13091,,"00037547","0003754700",,Bone,,NA,,62551,,,A-39A,,"https://www.leathercompany.co.uk/images/products/1782471568-45339600.jpg
https://www.leathercompany.co.uk/images/products/1782471569-18440500.jpg
https://www.leathercompany.co.uk/images/products/1782471569-86662100.jpg
https://www.leathercompany.co.uk/images/products/1782471570-57062300.jpg",,,
3650,13093,,"00037551","0003755100",,Daffodil,,NA,,62551,,,A-39A,,"https://www.leathercompany.co.uk/images/products/1573753922-54412400.jpg
https://www.leathercompany.co.uk/images/products/1573753923-58825000.jpg
https://www.leathercompany.co.uk/images/products/1573753924-66277300.jpg
https://www.leathercompany.co.uk/images/products/1573753925-72814100.jpg",,"Medium Leather Shoulder Bag Daffodil, leather shoulder bag for women, women's leather shoulder bag",
3654,13097,,"00037556","0003755600",,Khaki,,NA,,62551,,,A-39A,,"https://www.leathercompany.co.uk/images/products/1573754144-56090000.jpg
https://www.leathercompany.co.uk/images/products/1573754196-49687900.jpg
https://www.leathercompany.co.uk/images/products/1573754197-51415600.jpg
https://www.leathercompany.co.uk/images/products/1573754198-55156600.jpg",,"Medium Leather Shoulder Bag Khaki, leather shoulder bag for women, women's leather shoulder bag",
3659,13102,,"00037559","0003755900",,Red,,NA,,62551,5060821289478,,A-39A,,"https://www.leathercompany.co.uk/images/products/1646843910-13693200.jpg
https://www.leathercompany.co.uk/images/products/1646843911-08118400.jpg
https://www.leathercompany.co.uk/images/products/1646843912-02296900.jpg
https://www.leathercompany.co.uk/images/products/1646843913-07307200.jpg",,"Medium Leather Shoulder Bag Red, leather shoulder bag for women, women's leather shoulder bag",
3663,13106,,"00037550","0003755000",,"Twilight Blue",,NA,,62551,,,A-39A,,"https://www.leathercompany.co.uk/images/products/1782471351-03984000.jpg
https://www.leathercompany.co.uk/images/products/1782471351-84077100.jpg
https://www.leathercompany.co.uk/images/products/1782471352-56914100.jpg
https://www.leathercompany.co.uk/images/products/1782471353-36203100.jpg",,"Medium Leather Shoulder Bag Twilight Blue, leather shoulder bag for women, women's leather shoulder bag",
3671,13114,,"00037567","0003756700",,Brown,,NA,,"JP-BODY BAG",,,,,"https://www.leathercompany.co.uk/images/products/1573572845-98871600.jpg
https://www.leathercompany.co.uk/images/products/1573572846-98263700.jpg
https://www.leathercompany.co.uk/images/products/1573572847-90440700.jpg
https://www.leathercompany.co.uk/images/products/1573572848-91104500.jpg",,"A4 Leather Messenger Bag Brown, leather messenger bag for men, men's leather messenger bag",
3679,15212,,"00037588","0003758801",,Ocean,,8,,"KB 270",5056798416108,,N,,"https://www.leathercompany.co.uk/images/products/1573817914-97508600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506690-85130300.jpg
https://www.leathercompany.co.uk/images/products/1573817916-05079600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506693-60238600.jpg
https://www.leathercompany.co.uk/images/products/1573817974-03805700.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506696-15767500.jpg
https://www.leathercompany.co.uk/images/products/1573817975-12186900.jpg",,"Long Length Toscana Suede Leather Coat Ocean : Alaska, long length sheepskin coat,",
3679,13122,,"00037588","0003758802",,Ocean,,10,,"KB 270",5056798416115,,N,,"https://www.leathercompany.co.uk/images/products/1573817914-97508600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506690-85130300.jpg
https://www.leathercompany.co.uk/images/products/1573817916-05079600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506693-60238600.jpg
https://www.leathercompany.co.uk/images/products/1573817974-03805700.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506696-15767500.jpg
https://www.leathercompany.co.uk/images/products/1573817975-12186900.jpg",,"Long Length Toscana Suede Leather Coat Ocean : Alaska, long length sheepskin coat,",
3679,13123,,"00037588","0003758803",,Ocean,,12,,"KB 270",5056798416122,,N,,"https://www.leathercompany.co.uk/images/products/1573817914-97508600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506690-85130300.jpg
https://www.leathercompany.co.uk/images/products/1573817916-05079600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506693-60238600.jpg
https://www.leathercompany.co.uk/images/products/1573817974-03805700.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506696-15767500.jpg
https://www.leathercompany.co.uk/images/products/1573817975-12186900.jpg",,"Long Length Toscana Suede Leather Coat Ocean : Alaska, long length sheepskin coat,",
3679,13124,,"00037588","0003758804",,Ocean,,14,,"KB 270",5056798416139,,N,,"https://www.leathercompany.co.uk/images/products/1573817914-97508600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506690-85130300.jpg
https://www.leathercompany.co.uk/images/products/1573817916-05079600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506693-60238600.jpg
https://www.leathercompany.co.uk/images/products/1573817974-03805700.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506696-15767500.jpg
https://www.leathercompany.co.uk/images/products/1573817975-12186900.jpg",,"Long Length Toscana Suede Leather Coat Ocean : Alaska, long length sheepskin coat,",
3679,13125,,"00037588","0003758805",,Ocean,,16,,"KB 270",5056798416146,,N,,"https://www.leathercompany.co.uk/images/products/1573817914-97508600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506690-85130300.jpg
https://www.leathercompany.co.uk/images/products/1573817916-05079600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506693-60238600.jpg
https://www.leathercompany.co.uk/images/products/1573817974-03805700.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506696-15767500.jpg
https://www.leathercompany.co.uk/images/products/1573817975-12186900.jpg",,"Long Length Toscana Suede Leather Coat Ocean : Alaska, long length sheepskin coat,",
3679,15213,,"00037588","0003758806",,Ocean,,18,,"KB 270",5056798416153,,N,,"https://www.leathercompany.co.uk/images/products/1573817914-97508600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506690-85130300.jpg
https://www.leathercompany.co.uk/images/products/1573817916-05079600.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506693-60238600.jpg
https://www.leathercompany.co.uk/images/products/1573817974-03805700.jpg
https://www.leathercompany.co.uk/images/products/zoom/1677506696-15767500.jpg
https://www.leathercompany.co.uk/images/products/1573817975-12186900.jpg",,"Long Length Toscana Suede Leather Coat Ocean : Alaska, long length sheepskin coat,",
3680,17715,,"00037600","0003760002",,"Camel Antique",,XS,,KE-176,,,Z-67,,"https://www.leathercompany.co.uk/images/products/1573818172-98258400.jpg
https://www.leathercompany.co.uk/images/products/1573818174-00645000.jpg
https://www.leathercompany.co.uk/images/products/1573818174-98546900.jpg
https://www.leathercompany.co.uk/images/products/1573818176-03925800.jpg",,"Men's Leather Sheepskin Gilet Antique: Norden, mens sheepskin jacket, sheepskin coat mens,",
3680,13126,,"00037600","0003760003",,"Camel Antique",,S,,KE-176,,,Z-67,,"https://www.leathercompany.co.uk/images/products/1573818172-98258400.jpg
https://www.leathercompany.co.uk/images/products/1573818174-00645000.jpg
https://www.leathercompany.co.uk/images/products/1573818174-98546900.jpg
https://www.leathercompany.co.uk/images/products/1573818176-03925800.jpg",,"Men's Leather Sheepskin Gilet Antique: Norden, mens sheepskin jacket, sheepskin coat mens,",
3680,13127,,"00037600","0003760004",,"Camel Antique",,M,,KE-176,,,Z-67,,"https://www.leathercompany.co.uk/images/products/1573818172-98258400.jpg
https://www.leathercompany.co.uk/images/products/1573818174-00645000.jpg
https://www.leathercompany.co.uk/images/products/1573818174-98546900.jpg
https://www.leathercompany.co.uk/images/products/1573818176-03925800.jpg",,"Men's Leather Sheepskin Gilet Antique: Norden, mens sheepskin jacket, sheepskin coat mens,",
3680,13128,,"00037600","0003760005",,"Camel Antique",,L,,KE-176,,,Z-67,,"https://www.leathercompany.co.uk/images/products/1573818172-98258400.jpg
https://www.leathercompany.co.uk/images/products/1573818174-00645000.jpg
https://www.leathercompany.co.uk/images/products/1573818174-98546900.jpg
https://www.leathercompany.co.uk/images/products/1573818176-03925800.jpg",,"Men's Leather Sheepskin Gilet Antique: Norden, mens sheepskin jacket, sheepskin coat mens,",
